date,Player,playerID,salary,PG,SG,SF,PF,C,GS,SecondsPlayed,Status,Two_PM,Two_PA,Three_PM,Three_PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PFouls,PlusMinus,PPM,Home,TipTime,teamid,OpponentID,Spread,ProjectedTotal,AwayScore,HomeScore,Result,season,gameID
4/23/15,Chris Babb,babbch01,0,1,1,0,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,2,6,-0.11774154,182.3128413,103,95,L,201415,111518
4/23/15,Toney Douglas,douglto01,3200,1,0,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,19,10,-12.38492511,240,123,119,L,201415,111519
4/23/15,Joe Harris,harrijo01,2100,0,1,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,6,2,-1.573807002,180,103,95,W,201415,111518
4/23/15,Doug McDermott,mcderdo01,2000,0,0,1,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,5,17,-2.015746628,201.1730394,113,106,W,201415,111517
4/23/15,Mike Miller,millemi01,2200,0,1,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,6,2,-14.21976553,201.2626959,103,95,W,201415,111518
4/23/15,Tyler Ennis,ennisty01,2000,1,1,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83,17,5,-8.346190811,228.9448038,113,106,L,201415,111517
4/23/15,Jimmer Fredette,fredeji01,3000,1,0,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,19,10,-0.295960832,228.5468566,123,119,L,201415,111519
4/23/15,Phil Pressey,pressph01,2000,1,0,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,2,6,-13.33967348,184.5901024,103,95,L,201415,111518
4/23/15,Cameron Bairstow,bairsca01,3000,0,0,0,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,5,17,-7.860722003,217.0471284,113,106,W,201415,111517
4/23/15,Ognjen Kuzmic,kuzmiog01,3000,0,0,0,0,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,10,19,-5.481605486,229.9504349,123,119,W,201415,111519
4/23/15,Anderson Varejao,varejan01,3400,0,0,0,0,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,6,2,-2.538275965,215.0392968,103,95,W,201415,111518
4/23/15,David Lee,leeda02,3300,0,0,0,1,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,10,19,-7.40345662,226.2928071,123,119,W,201415,111519
4/23/15,Luke Babbitt,babbilu01,3000,0,0,1,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,19,10,-3.607414134,236.4858222,123,119,L,201415,111519
4/23/15,E'Twaun Moore,mooreet01,2000,0,1,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,5,17,-16.87836609,213.5689797,113,106,W,201415,111517
4/23/15,Alexis Ajinca,ajincal01,2300,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,19,10,-9.568546601,230.4495333,123,119,L,201415,111519
4/23/15,Kendrick Perkins,perkike01,2000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,6,2,-10.38097361,213.9130678,103,95,W,201415,111518
4/23/15,Miles Plumlee,plumlmi01,2000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83,17,5,2.382022661,235.4562193,113,106,L,201415,111517
4/23/15,Nazr Mohammed,mohamna01,2000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,5,17,-2.196114939,200.4620141,113,106,W,201415,111517
4/23/15,James Young,youngja01,3000,0,1,0,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,2,6,-16.44169158,217.5056921,103,95,L,201415,111518
4/23/15,Justin Holiday,holidju01,2000,0,1,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,10,19,-13.27440394,240,123,119,W,201415,111519
4/23/15,Brandon Rush,rushbr01,2000,0,1,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,10,19,-13.00715806,240,123,119,W,201415,111519
4/23/15,Jabari Parker,parkeja01,4600,0,0,1,1,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83,17,5,-5.993950227,208.9122397,113,106,L,201415,111517
4/23/15,Nikola Mirotic,mirotni01,4300,0,0,0,1,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,5,17,-6.897777039,211.7300054,113,106,W,201415,111517
4/23/15,Gerald Wallace,wallage01,3000,0,0,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,2,6,-12.2766636,187.0523649,103,95,L,201415,111518
4/23/15,Damien Inglis,inglida01,3000,0,0,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83,17,5,-13.56300311,209.1128044,113,106,L,201415,111517
4/23/15,Ryan Anderson,anderry01,3600,0,0,0,1,1,0,1819,Active,8,11,2,3,4,4,3,2,2,0,0,2,3,17,1.175,1,0.9,19,10,-5.724430038,240,123,119,L,201415,111519
4/23/15,Giannis Antetokounmpo,antetgi01,6200,0,0,1,1,0,1,3077,Active,10,22,0,0,5,8,6,6,2,0,2,3,3,0,0.922,1,0.83,17,5,-13.29999894,199.3062211,113,106,L,201415,111517
4/23/15,Omer Asik,asikom01,4400,0,0,0,0,1,1,1218,Active,0,2,0,0,1,2,3,3,1,1,0,1,1,-8,0.575,1,0.9,19,10,5.054019653,225.1767488,123,119,L,201415,111519
4/23/15,Leandro Barbosa,barbole01,2600,1,1,0,0,0,0,678,Active,2,4,0,2,2,2,0,0,0,0,0,1,0,-12,0.5,0,0.9,10,19,-12.68314673,229.9333975,123,119,W,201415,111519
4/23/15,Harrison Barnes,barneha02,4700,0,0,1,1,0,1,2232,Active,3,7,1,2,2,2,4,3,2,1,2,0,1,16,0.791,0,0.9,10,19,-0.229464285,240,123,119,W,201415,111519
4/23/15,Brandon Bass,bassbr01,3700,0,0,0,1,0,1,1346,Active,2,3,0,0,0,0,0,2,3,0,1,0,0,-13,0.591,1,0.79,2,6,-11.77556305,192.5320041,103,95,L,201415,111518
4/23/15,Jerryd Bayless,bayleje01,3400,1,1,0,0,0,0,877,Active,0,3,0,1,1,2,1,2,2,1,0,0,0,14,0.65,1,0.83,17,5,-1.907941908,221.6742691,113,106,L,201415,111517
4/23/15,Andrew Bogut,bogutan01,6800,0,0,0,0,1,1,1552,Active,3,5,0,0,0,0,2,3,1,0,0,2,2,-2,0.49,0,0.9,10,19,-1.305743821,238.3626584,123,119,W,201415,111519
4/23/15,Avery Bradley,bradlav01,4800,0,1,0,0,0,1,1960,Active,6,12,1,6,3,3,1,3,0,1,0,1,2,0,0.758,1,0.79,2,6,-16.91238538,192.2978288,103,95,L,201415,111518
4/23/15,Aaron Brooks,brookaa01,3700,1,1,0,0,0,0,587,Active,1,3,0,2,0,0,1,1,0,0,0,2,3,-8,0.35,0,0.83,5,17,-8.671612319,216.0068791,113,106,W,201415,111517
4/23/15,Jimmy Butler,butleji01,8200,0,1,1,0,0,1,3181,Active,7,13,1,7,7,8,0,3,2,3,2,3,2,8,0.75,0,0.83,5,17,-0.033393416,221.4553318,113,106,W,201415,111517
4/23/15,Michael Carter-Williams,cartemi01,6700,1,0,0,0,0,1,2603,Active,9,18,0,3,1,1,1,3,9,2,0,4,4,-21,0.919,1,0.83,17,5,1.155535797,221.1579695,113,106,L,201415,111517
4/23/15,Norris Cole,coleno01,4500,1,0,0,0,0,0,1557,Active,5,6,2,4,0,0,0,1,0,0,0,2,4,13,0.663,1,0.9,19,10,-0.61182172,236.436958,123,119,L,201415,111519
4/23/15,Jae Crowder,crowdja01,4800,0,0,1,1,0,0,1841,Active,3,3,2,3,4,5,2,5,4,2,2,4,5,-2,1.218,1,0.79,2,6,-10.37094765,211.0285002,103,95,L,201415,111518
4/23/15,Dante Cunningham,cunnida01,2400,0,0,1,1,0,0,981,Active,3,3,0,0,0,0,0,5,0,0,2,0,2,3,1.016,1,0.9,19,10,-9.342053158,240,123,119,L,201415,111519
4/23/15,Stephen Curry,curryst01,10600,1,1,0,0,0,1,2631,Active,3,11,7,18,13,14,1,4,9,0,0,3,3,13,1.403,0,0.9,10,19,-13.14497516,223.472089,123,119,W,201415,111519
4/23/15,Luigi Datome,datomlu01,2000,0,0,1,0,0,0,569,Active,1,2,0,1,0,0,0,0,1,0,0,0,2,-3,0.389,1,0.79,2,6,-12.82862892,199.8778538,103,95,L,201415,111518
4/23/15,Anthony Davis,davisan02,11200,0,0,0,1,1,1,2775,Active,11,22,0,0,7,9,3,12,3,2,3,4,4,3,1.342,1,0.9,19,10,3.416659607,240,123,119,L,201415,111519
4/23/15,Matthew Dellavedova,dellama01,2300,1,1,0,0,0,0,614,Active,0,1,0,2,0,0,0,3,1,0,0,1,1,0,0.475,0,0.79,6,2,-8.203772867,198.4918158,103,95,W,201415,111518
4/23/15,Jared Dudley,dudleja01,3100,0,0,1,1,0,0,1231,Active,2,3,2,3,1,4,0,0,1,2,0,0,2,3,0.833,1,0.83,17,5,-2.280469633,224.645699,113,106,L,201415,111517
4/23/15,Mike Dunleavy,dunlemi02,4800,0,1,0,0,0,1,1781,Active,0,2,4,6,0,0,1,3,3,1,0,0,3,8,0.85,0,0.83,5,17,-10.77471167,228.935763,113,106,W,201415,111517
4/23/15,Tyreke Evans,evansty01,7600,0,1,1,0,0,1,2374,Active,7,12,1,6,2,3,0,4,8,3,0,4,5,-21,1.012,1,0.9,19,10,-5.070614086,237.9532557,123,119,L,201415,111519
4/23/15,Festus Ezeli,ezelife01,2200,0,0,0,0,1,0,214,Active,1,1,0,0,0,0,1,1,0,0,0,0,0,-7,1.125,0,0.9,10,19,-9.554433719,240,123,119,W,201415,111519
4/23/15,Pau Gasol,gasolpa01,9000,0,0,0,0,1,1,2468,Active,6,10,0,0,5,6,2,12,5,1,2,2,1,18,1.183,0,0.83,5,17,-3.647686682,210.1002342,113,106,W,201415,111517
4/23/15,Taj Gibson,gibsota01,3900,0,0,0,1,1,0,1749,Active,3,8,0,0,0,0,3,7,2,0,1,1,0,-8,0.793,0,0.83,5,17,-2.325709688,205.2278744,113,106,W,201415,111517
4/23/15,Eric Gordon,gordoer01,5300,0,1,1,0,0,1,2086,Active,1,4,1,6,1,2,1,3,5,1,2,0,3,-9,0.714,1,0.9,19,10,5.84871613,240,123,119,L,201415,111519
4/23/15,Draymond Green,greendr01,8100,0,0,0,1,1,1,2414,Active,5,9,0,2,2,3,7,10,5,3,1,1,6,12,1.244,0,0.9,10,19,-2.234228034,240,123,119,W,201415,111519
4/23/15,John Henson,hensojo01,4100,0,0,0,0,1,0,2332,Active,6,8,0,0,3,6,6,8,0,1,3,1,5,11,1.064,1,0.83,17,5,0.621142775,219.8982203,113,106,L,201415,111517
4/23/15,Kirk Hinrich,hinriki01,2500,1,0,0,0,0,0,379,Active,0,0,0,1,0,0,0,0,0,1,0,0,1,-5,0.333,0,0.83,5,17,-16.70212653,203.4248174,113,106,W,201415,111517
4/23/15,Jrue Holiday,holidjr01,5200,1,1,0,0,0,0,1009,Active,3,6,0,1,4,4,1,0,4,0,1,1,2,13,1.103,1,0.9,19,10,-12.42254528,240,123,119,L,201415,111519
4/23/15,Andre Iguodala,iguodan01,4200,0,1,1,0,0,0,1569,Active,2,3,0,5,0,1,0,1,4,0,0,0,1,-12,0.433,0,0.9,10,19,-12.24535138,226.1949627,123,119,W,201415,111519
4/23/15,Ersan Ilyasova,ilyaser01,5600,0,0,0,1,1,1,1327,Active,2,7,1,2,0,0,0,5,0,1,1,1,2,-13,0.784,1,0.83,17,5,-11.34415587,219.2242573,113,106,L,201415,111517
4/23/15,Kyrie Irving,irvinky01,8300,1,0,0,0,0,1,2389,Active,1,8,2,3,5,6,0,1,6,2,1,2,2,-3,0.731,0,0.79,6,2,-13.41879271,180.9957114,103,95,W,201415,111518
4/23/15,LeBron James,jamesle01,11100,0,0,1,1,0,1,2518,Active,12,21,1,5,4,5,1,10,4,4,2,2,1,2,1.518,0,0.79,6,2,-9.724706561,207.5206311,103,95,W,201415,111518
4/23/15,Jonas Jerebko,jerebjo01,2600,0,0,0,1,1,0,1511,Active,2,6,0,1,0,0,3,4,0,1,1,1,2,3,0.65,1,0.79,2,6,-5.350671455,188.0558638,103,95,L,201415,111518
4/23/15,James Jones,jonesja02,2000,0,1,0,0,0,0,255,Active,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0.625,0,0.79,6,2,-1.883824114,194.8393435,103,95,W,201415,111518
4/23/15,Shaun Livingston,livinsh01,2600,1,0,0,0,0,0,1212,Active,5,7,0,0,2,3,3,1,0,0,0,0,2,-2,0.85,0,0.9,10,19,0.839706531,240,123,119,W,201415,111519
4/23/15,Kevin Love,loveke01,7600,0,0,0,1,1,1,2243,Active,2,6,6,10,1,4,2,7,3,0,0,1,3,10,1.115,0,0.79,6,2,-6.664874288,186.9731204,103,95,W,201415,111518
4/23/15,O.J. Mayo,mayooj01,4600,1,0,0,0,0,0,1869,Active,4,8,0,2,0,0,0,3,3,2,0,3,1,7,0.605,1,0.83,17,5,-1.1276526,220.263929,113,106,L,201415,111517
4/23/15,Khris Middleton,middlkh01,6000,0,1,1,0,0,1,2936,Active,3,9,3,8,3,4,1,2,7,2,0,0,1,-18,0.77,1,0.83,17,5,-4.796384804,230.4474029,113,106,L,201415,111517
4/23/15,Timofey Mozgov,mozgoti01,5100,0,0,0,0,1,1,1161,Active,2,4,0,0,1,1,1,5,0,0,1,4,1,-9,0.658,0,0.79,6,2,-3.324833757,198.7357338,103,95,W,201415,111518
4/23/15,Joakim Noah,noahjo01,6500,0,0,0,0,1,1,2743,Active,1,5,0,0,0,2,3,9,5,2,1,3,4,4,0.63,0,0.83,5,17,1.072952291,232.3508692,113,106,W,201415,111517
4/23/15,Kelly Olynyk,olynyke01,3700,0,0,0,1,1,0,161,Active,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.333,1,0.79,2,6,-7.055386625,189.7901578,103,95,L,201415,111518
4/23/15,Zaza Pachulia,pachuza01,5300,0,0,0,0,1,1,1148,Active,1,5,0,0,0,0,2,4,0,0,1,0,2,-18,0.605,1,0.83,17,5,-12.00922307,230.5797724,113,106,L,201415,111517
4/23/15,Quincy Pondexter,pondequ01,5400,0,0,1,0,0,1,2081,Active,2,3,0,1,2,2,2,4,2,0,0,0,4,-31,0.471,1,0.9,19,10,-1.128961326,240,123,119,L,201415,111519
4/23/15,Derrick Rose,rosede01,7700,1,1,0,0,0,1,2893,Active,7,14,5,9,5,6,2,3,8,3,0,3,2,15,1.234,0,0.83,5,17,-11.6420315,220.1048344,113,106,W,201415,111517
4/23/15,Iman Shumpert,shumpim01,3800,0,1,1,0,0,0,1238,Active,2,3,0,1,0,0,0,1,1,1,1,0,1,14,0.512,0,0.79,6,2,-16.99376635,206.9003722,103,95,W,201415,111518
4/23/15,Marcus Smart,smartma01,4100,1,1,0,0,0,1,1060,Active,1,3,1,3,3,4,1,1,1,0,0,1,2,-8,0.667,1,0.79,2,6,-16.81880673,195.9928896,103,95,L,201415,111518
4/23/15,J.R. Smith,smithjr01,5200,0,1,1,0,0,1,2296,Active,3,4,3,8,0,0,2,3,2,2,0,0,3,12,0.783,0,0.79,6,2,-2.934088527,209.5035112,103,95,W,201415,111518
4/23/15,Tony Snell,snellto01,2700,0,1,1,0,0,0,1619,Active,1,1,4,8,2,2,0,0,0,0,0,2,4,3,0.63,0,0.83,5,17,-15.07615311,224.0977279,113,106,W,201415,111517
4/23/15,Marreese Speights,speigma01,3200,0,0,0,1,1,0,639,Active,1,7,0,0,0,0,3,1,1,0,1,1,4,-4,0.909,0,0.9,10,19,-2.574164537,240,123,119,W,201415,111519
4/23/15,Jared Sullinger,sullija01,5000,0,0,0,1,0,0,992,Active,4,5,0,1,2,2,2,6,0,0,1,2,3,-5,1.235,1,0.79,2,6,-0.198353825,195.4439838,103,95,L,201415,111518
4/23/15,Isaiah Thomas,thomais02,7100,1,0,0,0,0,0,1268,Active,2,6,0,3,1,2,0,1,2,0,0,1,1,-13,0.417,1,0.79,2,6,-9.073334122,193.0142319,103,95,L,201415,111518
4/23/15,Klay Thompson,thompkl01,7800,0,1,0,0,0,1,2759,Active,3,9,6,12,4,5,1,5,2,0,2,2,3,18,0.967,0,0.9,10,19,-12.46035721,240,123,119,W,201415,111519
4/23/15,Tristan Thompson,thomptr01,4600,0,0,0,0,1,0,1686,Active,4,7,0,0,4,8,5,2,0,0,2,1,5,13,0.866,0,0.79,6,2,0.511112788,187.8577733,103,95,W,201415,111518
4/23/15,Evan Turner,turneev01,6700,0,1,1,0,0,1,1984,Active,7,14,1,1,2,2,0,8,8,2,0,4,4,0,1.318,1,0.79,2,6,-9.320642431,187.4566895,103,95,L,201415,111518
4/23/15,Tyler Zeller,zellety01,4400,0,0,0,0,1,1,1708,Active,3,9,0,0,3,3,0,6,0,0,0,0,1,1,0.589,1,0.79,2,6,-15.27599356,198.0144456,103,95,L,201415,111518
4/24/15,Al-Farouq Aminu,aminual01,4400,0,0,1,1,0,0,2058,Active,2,2,2,3,5,6,2,3,0,2,2,2,3,-1,0.86,1,0.79,7,11,5.474514926,240,130,128,L,201415,111522
4/24/15,Trevor Ariza,arizatr01,6000,0,0,1,1,0,1,2356,Active,3,7,2,5,1,2,0,1,2,0,0,2,4,12,0.442,0,0.79,11,7,-4.097545048,240,130,128,W,201415,111522
4/24/15,J.J. Barea,bareajo01,4600,1,1,0,0,0,0,1515,Active,3,4,1,3,2,2,1,5,9,1,0,2,4,22,1.34,1,0.79,7,11,2.173521602,240,130,128,L,201415,111522
4/24/15,Matt Barnes,barnema02,4800,0,0,1,0,0,1,1208,Active,1,2,1,3,0,0,0,0,0,1,0,1,2,-27,0.35,0,0.9,13,27,20,180,73,100,L,201415,111520
4/24/15,Aron Baynes,baynear01,2400,0,0,0,0,1,0,439,Active,1,2,0,0,2,2,0,3,0,0,0,1,0,-3,1.036,1,0.9,27,13,20,180,73,100,W,201415,111520
4/24/15,Bradley Beal,bealbr01,7000,0,1,0,0,0,1,2521,Active,1,3,3,9,5,7,1,5,3,0,3,1,1,1,0.833,1,0.83,30,28,10.10575539,212.70365,99,106,W,201415,111521
4/24/15,Marco Belinelli,belinma01,2900,0,1,1,0,0,0,937,Active,3,4,1,1,0,0,0,1,1,0,0,0,1,-3,0.766,1,0.9,27,13,18.0152451,180,73,100,W,201415,111520
4/24/15,Matt Bonner,bonnema01,2000,0,0,0,1,0,0,938,Active,0,0,1,5,0,0,0,2,1,0,0,1,1,1,0.438,1,0.9,27,13,20,181.3276708,73,100,W,201415,111520
4/24/15,Corey Brewer,breweco01,4100,0,1,1,0,0,0,1273,Active,4,8,2,3,1,2,1,2,0,0,0,1,2,-11,0.917,0,0.79,11,7,-11.31042381,238.6699129,130,128,W,201415,111522
4/24/15,Clint Capela,capelca01,2500,0,0,0,0,1,0,368,Active,2,2,0,0,3,3,0,1,0,0,0,0,2,-6,1.375,0,0.79,11,7,-4.81905315,240,130,128,W,201415,111522
4/24/15,Tyson Chandler,chandty01,7200,0,0,0,0,1,1,2026,Active,3,5,0,0,2,6,6,2,0,0,1,1,4,-8,0.574,1,0.79,7,11,-9.399276865,238.6320438,130,128,L,201415,111522
4/24/15,Jamal Crawford,crawfja01,4700,1,1,0,0,0,0,1383,Active,1,8,0,3,3,3,0,2,2,0,0,0,1,-8,0.457,0,0.9,13,27,20,182.9502619,73,100,L,201415,111520
4/24/15,Glen Davis,davisgl01,2000,0,0,0,1,0,0,755,Active,2,6,0,0,1,2,2,3,0,1,1,1,2,-1,1.135,0,0.9,13,27,20,180,73,100,L,201415,111520
4/24/15,DeMar DeRozan,derozde01,8200,0,1,1,0,0,1,2486,Active,8,23,3,6,7,7,1,5,6,1,0,1,2,-6,1.256,0,0.83,28,30,0.621833556,194.5219933,99,106,L,201415,111521
4/24/15,Boris Diaw,diawbo01,4500,0,0,0,1,1,0,1380,Active,5,7,0,1,5,6,1,5,3,1,1,1,3,18,1.326,1,0.9,27,13,20,184.4348515,73,100,W,201415,111520
4/24/15,Tim Duncan,duncati01,8000,0,0,0,0,1,1,1839,Active,2,6,0,0,0,2,1,6,4,1,3,1,1,23,0.847,1,0.9,27,13,17.86207,182.2323174,73,100,W,201415,111520
4/24/15,Monta Ellis,ellismo01,6800,1,1,0,0,0,1,2352,Active,12,20,3,5,1,2,1,1,9,3,0,1,4,-6,1.462,1,0.79,7,11,3.343949741,240,130,128,L,201415,111522
4/24/15,Raymond Felton,feltora01,4200,1,1,0,0,0,1,754,Active,0,2,0,1,0,0,0,4,1,0,0,0,1,3,0.5,1,0.79,7,11,-1.085805324,240,130,128,L,201415,111522
4/24/15,Manu Ginobili,ginobma01,5300,0,1,1,0,0,0,1019,Active,1,2,0,0,0,0,0,6,6,0,2,2,2,10,1.265,1,0.9,27,13,20,180,73,100,W,201415,111520
4/24/15,Drew Gooden,goodedr01,3800,0,0,0,1,0,0,1108,Active,1,3,3,6,1,3,1,6,0,0,3,1,3,2,1.542,1,0.83,30,28,0.050309669,211.6391478,99,106,W,201415,111521
4/24/15,Marcin Gortat,gortama01,6300,0,0,0,0,1,1,2515,Active,11,15,0,0,2,5,2,11,5,0,4,3,3,4,1.327,1,0.83,30,28,2.603158044,188.7408089,99,106,W,201415,111521
4/24/15,Danny Green,greenda02,4400,0,1,1,0,0,1,1749,Active,1,2,3,6,0,0,1,5,2,3,0,1,1,33,0.983,1,0.9,27,13,20,191.7314704,73,100,W,201415,111520
4/24/15,Blake Griffin,griffbl01,9900,0,0,0,1,1,1,1948,Active,6,15,0,0,2,3,3,7,5,0,1,3,1,-21,1.125,0,0.9,13,27,20,183.026206,73,100,L,201415,111520
4/24/15,Tyler Hansbrough,hansbty01,2000,0,0,0,1,0,0,691,Active,0,1,0,0,1,2,1,2,2,2,0,1,4,0,0.938,0,0.83,28,30,-1.238266575,224.5425375,99,106,L,201415,111521
4/24/15,James Harden,hardeja01,10600,1,1,0,0,0,1,2167,Active,10,17,5,7,7,7,0,5,9,1,0,5,4,-1,1.771,0,0.79,11,7,-5.990285174,240,130,128,W,201415,111522
4/24/15,Devin Harris,harride01,3500,1,1,0,0,0,0,1279,Active,3,4,0,4,4,5,0,1,2,0,0,1,2,-21,0.655,1,0.79,7,11,-8.563413317,240,130,128,L,201415,111522
4/24/15,Spencer Hawes,hawessp01,2000,0,0,0,0,1,0,475,Active,1,5,0,1,0,0,0,2,0,0,1,0,0,0,0.813,0,0.9,13,27,20,180,73,100,L,201415,111520
4/24/15,Nene Hilario,hilarne01,4800,0,0,0,0,1,1,1389,Active,3,7,0,0,0,0,1,1,1,1,0,2,5,-3,0.478,1,0.83,30,28,0.34314692,201.1310136,99,106,W,201415,111521
4/24/15,Dwight Howard,howardw01,7800,0,0,0,0,1,1,2297,Active,5,10,0,0,3,5,11,15,3,2,2,3,3,16,1.526,0,0.79,11,7,-10.97894083,240,130,128,W,201415,111522
4/24/15,Lester Hudson,hudsole01,2000,1,0,0,0,0,0,475,Active,1,1,1,2,0,0,0,1,2,0,0,0,1,0,1.219,0,0.9,13,27,20,183.6650412,73,100,L,201415,111520
4/24/15,Richard Jefferson,jefferi01,2200,0,0,1,1,0,1,735,Active,0,2,1,2,0,0,0,1,1,2,0,1,3,-9,0.813,1,0.79,7,11,-10.52949977,240,130,128,L,201415,111522
4/24/15,Amir Johnson,johnsam01,4700,0,0,0,1,1,1,1955,Active,6,7,0,0,2,4,4,8,3,1,1,2,5,-3,1.152,0,0.83,28,30,5.604479658,200.5970938,99,106,L,201415,111521
4/24/15,Dahntay Jones,jonesda02,2000,0,1,0,0,0,0,298,Active,1,1,0,0,0,0,0,0,0,1,0,0,1,8,0.8,0,0.9,13,27,20,180,73,100,L,201415,111520
4/24/15,Terrence Jones,joneste01,5900,0,0,0,1,0,1,1482,Active,4,9,0,0,4,5,3,3,0,0,0,1,3,4,0.76,0,0.79,11,7,-7.20538549,240,130,128,W,201415,111522
4/24/15,DeAndre Jordan,jordade01,8600,0,0,0,0,1,1,1820,Active,5,6,0,0,0,0,2,6,0,0,1,1,2,-31,0.717,0,0.9,13,27,20,180,73,100,L,201415,111520
4/24/15,Cory Joseph,josepco01,2000,1,0,0,0,0,0,459,Active,3,3,0,0,0,0,0,0,0,0,0,1,0,-3,0.688,1,0.9,27,13,19.78503642,180,73,100,W,201415,111520
4/24/15,Kawhi Leonard,leonaka01,8800,0,0,1,1,0,1,1710,Active,10,13,3,5,3,3,2,2,1,3,2,1,1,20,1.707,1,0.9,27,13,20,180,73,100,W,201415,111520
4/24/15,Kyle Lowry,lowryky01,6900,1,0,0,0,0,1,2265,Active,2,12,3,10,2,2,1,3,7,4,0,2,3,0,1.026,0,0.83,28,30,4.590825281,211.8693038,99,106,L,201415,111521
4/24/15,Patty Mills,millspa02,2500,1,1,0,0,0,0,879,Active,0,1,2,4,0,0,1,2,0,0,0,0,1,7,0.717,1,0.9,27,13,18.87227824,180,73,100,W,201415,111520
4/24/15,Dirk Nowitzki,nowitdi01,7500,0,0,0,1,1,1,2152,Active,7,12,3,7,11,11,1,7,4,0,1,1,3,2,1.472,1,0.79,7,11,-11.19773931,240,130,128,L,201415,111522
4/24/15,Tony Parker,parketo01,5600,1,0,0,0,0,1,1542,Active,3,9,0,2,0,0,0,3,3,0,0,2,1,23,0.51,1,0.9,27,13,17.20148693,182.8337902,73,100,W,201415,111520
4/24/15,Patrick Patterson,pattepa01,4000,0,0,0,1,1,0,1610,Active,1,2,2,3,2,2,0,1,1,1,0,0,2,-13,0.583,0,0.83,28,30,6.972074222,186.9476536,99,106,L,201415,111521
4/24/15,Chris Paul,paulch01,10100,1,0,0,0,0,1,1996,Active,2,7,1,4,0,0,0,3,4,2,0,6,4,-27,0.553,0,0.9,13,27,20,180,73,100,L,201415,111520
4/24/15,Martell Webster,webstma02,2000,0,0,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83,30,28,15.83069457,200.9333827,99,106,W,201415,111521
4/24/15,Jeff Ayres,pendeje02,2000,0,0,0,1,0,0,475,Active,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0.844,1,0.9,27,13,20,180,73,100,W,201415,111520
4/24/15,Paul Pierce,piercpa01,5500,0,0,1,1,0,1,1640,Active,1,2,4,7,4,4,0,3,0,0,0,1,5,1,0.861,1,0.83,30,28,2.993956153,198.1473523,99,106,W,201415,111521
4/24/15,Otto Porter Jr.,porteot01,4600,0,0,1,1,0,0,1988,Active,2,3,2,3,1,2,2,6,2,2,1,2,1,17,0.909,1,0.83,30,28,11.84221122,189.8960967,99,106,W,201415,111521
4/24/15,Pablo Prigioni,prigipa01,2700,1,0,0,0,0,0,1202,Active,0,1,1,2,0,0,1,0,3,1,0,0,3,-10,0.563,0,0.79,11,7,-8.018534363,240,130,128,W,201415,111522
